id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,under_pressure,duel,carry,ball_receipt,interception,counterpress,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,dribble,clearance,out,miscontrol,foul_committed,foul_won,shot,ball_recovery,block,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,goalkeeper,pass_body_part_id,pass_body_part_name,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,related_events,ball_recovery_recovery_failure,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_through_ball,pass_technique_id,pass_technique_name,duel_type_id,duel_type_name,pass_aerial_won,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,related_events_3,pass_cross,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,block_deflection,shot_end_location_2,shot_deflected
27027c22-315d-4194-80e4-11994449a4b4,2179,2,00:04:23.496,49,23,23,Goal Keeper,118,217,Barcelona,1,Regular Play,221,Levante UD,0.0,,eacfa3c3-6f4d-4930-bb36-35af1740cd6c,,6730,Rubén Iván Martínez Andrade,1,Goalkeeper,0.4,42.5,,,,,,,,45.0,Diving,43.0,Prone,26.0,Goal Conceded,55.0,No Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad009bd1-c02f-42b6-92a3-37adba896f51,2183,2,00:05:30.648,50,30,30,Pass,120,217,Barcelona,4,From Throw In,217,Barcelona,1.432963,,bdc88cc3-e268-4cc2-a140-306f64f45228,True,22102,Adriano Correia Claro,6,Left Back,83.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,8.588365,1.0863184,2.0,Low Pass,87.3,7.7,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bdc88cc3-e268-4cc2-a140-306f64f45228,2184,2,00:05:32.081,50,32,42,Ball Receipt*,120,217,Barcelona,4,From Throw In,217,Barcelona,,,ad009bd1-c02f-42b6-92a3-37adba896f51,,4320,Neymar da Silva Santos Junior,21,Left Wing,87.3,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd8e187b-bbb8-41de-99ea-39e066ebff9a,2185,2,00:05:33.381,50,33,30,Pass,120,217,Barcelona,4,From Throw In,217,Barcelona,0.820744,,047d06f7-ca48-4dd2-8290-265506479f4d,,4320,Neymar da Silva Santos Junior,21,Left Wing,79.2,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,10.615084,0.82537687,1.0,Ground Pass,86.4,18.6,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
047d06f7-ca48-4dd2-8290-265506479f4d,2186,2,00:05:34.202,50,34,42,Ball Receipt*,120,217,Barcelona,4,From Throw In,217,Barcelona,,,dd8e187b-bbb8-41de-99ea-39e066ebff9a,,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,86.4,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406b674b-f67d-404e-b552-0fd620b323c8,2187,2,00:05:34.202,50,34,43,Carry,120,217,Barcelona,4,From Throw In,217,Barcelona,0.578886,,047d06f7-ca48-4dd2-8290-265506479f4d,,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,86.4,18.6,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f0536a3-526b-4472-a919-7e2e2c3751dc,fd944f24-2283-406d-bec2-7dd8c8276807,86.2,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd944f24-2283-406d-bec2-7dd8c8276807,2188,2,00:05:34.232,50,34,17,Pressure,120,217,Barcelona,4,From Throw In,221,Levante UD,0.324131,,406b674b-f67d-404e-b552-0fd620b323c8,,6684,Roger Martí Salvador,24,Left Center Forward,37.1,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c7f9298-db85-4830-ac04-30cc0bb389e2,2189,2,00:05:34.780,50,34,39,Dribbled Past,120,217,Barcelona,4,From Throw In,221,Levante UD,0.0,,3f0536a3-526b-4472-a919-7e2e2c3751dc,,6684,Roger Martí Salvador,24,Left Center Forward,33.9,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b3af2ae-fdfb-4a41-aa70-5ed585eba252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f0536a3-526b-4472-a919-7e2e2c3751dc,2190,2,00:05:34.780,50,34,14,Dribble,120,217,Barcelona,4,From Throw In,217,Barcelona,0.0,,8c7f9298-db85-4830-ac04-30cc0bb389e2,,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,86.2,17.2,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b3af2ae-fdfb-4a41-aa70-5ed585eba252,2191,2,00:05:34.780,50,34,43,Carry,120,217,Barcelona,4,From Throw In,217,Barcelona,0.718186,,3f0536a3-526b-4472-a919-7e2e2c3751dc,,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,86.2,17.2,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4eaaab50-da4a-46f8-baa5-32f061bb2e9b,8c7f9298-db85-4830-ac04-30cc0bb389e2,85.7,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4eaaab50-da4a-46f8-baa5-32f061bb2e9b,2192,2,00:05:35.499,50,35,38,Miscontrol,120,217,Barcelona,4,From Throw In,217,Barcelona,0.0,,,,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,85.7,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbcc85b6-1de6-4ef7-b196-477d040b4852,2193,2,00:05:36.439,50,36,2,Ball Recovery,120,217,Barcelona,4,From Throw In,221,Levante UD,0.0,,,,6659,Víctor Camarasa Ferrando,13,Right Center Midfield,33.9,69.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bdba504-23bf-4e91-9a3b-dfa3ee100e4b,2194,2,00:05:55.955,50,55,30,Pass,121,217,Barcelona,4,From Throw In,217,Barcelona,0.991831,,2f4f55e3-307c-4b5c-a5cc-a4cb7987efdb,True,22102,Adriano Correia Claro,6,Left Back,85.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,23.603813,2.622972,2.0,Low Pass,64.5,11.8,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f4f55e3-307c-4b5c-a5cc-a4cb7987efdb,2195,2,00:05:56.947,50,56,42,Ball Receipt*,121,217,Barcelona,4,From Throw In,217,Barcelona,,,3bdba504-23bf-4e91-9a3b-dfa3ee100e4b,,5506,Javier Alejandro Mascherano,5,Left Center Back,64.5,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d59d9715-7027-481c-92b3-ee31b5bc4395,2196,2,00:05:57.741,50,57,30,Pass,121,217,Barcelona,4,From Throw In,217,Barcelona,3.550893,,a7023a30-a7e5-4ff9-b029-63bb85d20191,,5506,Javier Alejandro Mascherano,5,Left Center Back,64.0,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,53.013584,1.5481586,1.0,Ground Pass,65.2,68.5,,,,40.0,Right Foot,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7023a30-a7e5-4ff9-b029-63bb85d20191,2197,2,00:06:01.292,51,1,42,Ball Receipt*,121,217,Barcelona,4,From Throw In,217,Barcelona,,,d59d9715-7027-481c-92b3-ee31b5bc4395,,4324,Daniel Alves da Silva,2,Right Back,65.2,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55f10286-33af-4356-941c-5641e2c89f06,2198,2,00:06:01.292,51,1,43,Carry,121,217,Barcelona,4,From Throw In,217,Barcelona,1.652094,,34ca6959-6335-4e73-9af8-714fd1974791,,4324,Daniel Alves da Silva,2,Right Back,65.2,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7023a30-a7e5-4ff9-b029-63bb85d20191,,67.3,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34ca6959-6335-4e73-9af8-714fd1974791,2199,2,00:06:02.944,51,2,30,Pass,121,217,Barcelona,4,From Throw In,217,Barcelona,0.6501,,6c6664c9-00ac-4981-8445-2cbb84702c5c,,4324,Daniel Alves da Silva,2,Right Back,67.3,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,9.970456,-0.77830607,1.0,Ground Pass,74.4,60.6,,,,40.0,Right Foot,f85fc991-8bea-49ae-8a90-bc48e208871e,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c6664c9-00ac-4981-8445-2cbb84702c5c,2200,2,00:06:03.594,51,3,42,Ball Receipt*,121,217,Barcelona,4,From Throw In,217,Barcelona,,,34ca6959-6335-4e73-9af8-714fd1974791,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,74.1,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f85fc991-8bea-49ae-8a90-bc48e208871e,2201,2,00:06:03.594,51,3,10,Interception,121,217,Barcelona,4,From Throw In,221,Levante UD,0.0,,34ca6959-6335-4e73-9af8-714fd1974791,,5678,Jefferson Andrés Lerma Solís,15,Left Center Midfield,45.7,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faaedad1-0428-40c4-8829-f1b357cf7609,2202,2,00:06:05.547,51,5,30,Pass,121,217,Barcelona,4,From Throw In,217,Barcelona,1.16918,,08cc36ac-f7cd-4fed-9fff-a51bb4db9576,,7068,Marc Bartra Aregall,3,Right Center Back,61.6,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,17.568438,-1.9375615,1.0,Ground Pass,55.3,29.7,66.0,Recovery,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc89f00b-af86-4bd6-9ed1-48787f7e039c,2203,2,00:06:05.552,51,5,17,Pressure,121,217,Barcelona,4,From Throw In,221,Levante UD,0.366224,,,,6684,Roger Martí Salvador,24,Left Center Forward,58.1,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08cc36ac-f7cd-4fed-9fff-a51bb4db9576,2204,2,00:06:06.717,51,6,42,Ball Receipt*,121,217,Barcelona,4,From Throw In,217,Barcelona,,,faaedad1-0428-40c4-8829-f1b357cf7609,,5506,Javier Alejandro Mascherano,5,Left Center Back,55.3,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7d70ad8-be85-451b-a1dc-fdf65cafbf63,2205,2,00:06:06.717,51,6,43,Carry,121,217,Barcelona,4,From Throw In,217,Barcelona,2.89452,,08cc36ac-f7cd-4fed-9fff-a51bb4db9576,,5506,Javier Alejandro Mascherano,5,Left Center Back,55.3,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66aa26c2-b812-4167-9742-9d9d63c6c6d9,,56.9,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66aa26c2-b812-4167-9742-9d9d63c6c6d9,2206,2,00:06:09.611,51,9,30,Pass,121,217,Barcelona,4,From Throw In,217,Barcelona,1.493417,,10dfdd7e-928e-40fb-9c94-23d7ad31a594,,5506,Javier Alejandro Mascherano,5,Left Center Back,56.9,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,28.827765,1.0636978,1.0,Ground Pass,70.9,55.3,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10dfdd7e-928e-40fb-9c94-23d7ad31a594,2207,2,00:06:11.105,51,11,42,Ball Receipt*,121,217,Barcelona,4,From Throw In,217,Barcelona,,,66aa26c2-b812-4167-9742-9d9d63c6c6d9,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,70.9,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3b5bebf-11bb-43f0-9293-194b82022489,2208,2,00:06:11.105,51,11,43,Carry,121,217,Barcelona,4,From Throw In,217,Barcelona,1.787383,,10dfdd7e-928e-40fb-9c94-23d7ad31a594,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,70.9,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,af2219f7-27a6-4c55-8120-3f0952c78e37,,74.3,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af2219f7-27a6-4c55-8120-3f0952c78e37,2209,2,00:06:12.892,51,12,30,Pass,121,217,Barcelona,4,From Throw In,217,Barcelona,2.6069,,8608b787-e36e-4b70-8328-1d492de525ae,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,74.3,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,50.2237,-0.45563352,3.0,High Pass,119.4,30.7,,,,38.0,Left Foot,,,,,,,,,,75.0,Out,,,,,True,108.0,Through Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8608b787-e36e-4b70-8328-1d492de525ae,2210,2,00:06:15.499,51,15,42,Ball Receipt*,121,217,Barcelona,4,From Throw In,217,Barcelona,,,af2219f7-27a6-4c55-8120-3f0952c78e37,,4320,Neymar da Silva Santos Junior,21,Left Wing,109.3,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264131d-5c65-4f50-9c50-335458ae8b44,2246,2,00:07:17.719,52,17,30,Pass,123,217,Barcelona,1,Regular Play,217,Barcelona,1.312106,,349598c9-b9e2-4a6f-ac59-0b4f79ed68c4,,4324,Daniel Alves da Silva,2,Right Back,20.8,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,7068.0,Marc Bartra Aregall,7.496666,2.37506,3.0,High Pass,15.4,46.4,66.0,Recovery,,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349598c9-b9e2-4a6f-ac59-0b4f79ed68c4,2247,2,00:07:19.031,52,19,42,Ball Receipt*,123,217,Barcelona,1,Regular Play,217,Barcelona,,,1264131d-5c65-4f50-9c50-335458ae8b44,,7068,Marc Bartra Aregall,3,Right Center Back,15.4,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55118816-9e43-4d12-91f8-9296851beefd,2248,2,00:07:19.071,52,19,4,Duel,123,217,Barcelona,1,Regular Play,221,Levante UD,0.0,,2ac97cdd-1b8f-465a-8df1-4ab2835651bc,,27250,Nabil Ghilas,22,Right Center Forward,104.7,33.7,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
